Url,Start,Stop
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user70&password=password,269379840763500,269379875830999
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user10&password=password,269379843800199,269379880635100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user19&password=password,269379877980700,269379912140399
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user78&password=password,269379902385000,269379935734400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user89&password=password,269379937456000,269379968142000
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user55&password=password,269379964020700,269379997201900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user77&password=password,269380019765899,269380048231300
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user34&password=password,269380085245799,269380111060999
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user65&password=password,269380113689000,269380142962099
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user36&password=password,269380173274200,269380203216400
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user89&password=password,269380213163900,269380242586100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user14&password=password,269380245103800,269380275281700
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user34&password=password,269380289673700,269380316340500
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user2&password=password,269380373621699,269380400835900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user90&password=password,269380385120000,269380415524100
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user65&password=password,269380403782700,269380434408599
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user60&password=password,269380465719699,269380503485900
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user90&password=password,269380527475000,269380554996800
[POST]http://localhost:8080/tools.descartes.teastore.webui/loginAction?username=user64&password=password,269380551726399,269380584031099
